Hospital-Standards-SE9-Patient and Family Education-Patients and families are educated on infection prevention practices.,,Hospital-Standards-SE9-Patient and Family Education-9.6.1.1,17 Hospital-Standards-SE9-Patient and Family Education-9.6.1.1,Patients and families are educated on infection prevention practices.,Patients and families are educated on infection prevention practices.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE9-Patient and Family Education-Education materials are appropriate to the audience.,,Hospital-Standards-SE9-Patient and Family Education-9.6.1.2,18 Hospital-Standards-SE9-Patient and Family Education-9.6.1.2,Education materials are appropriate to the audience.,Education materials are appropriate to the audience.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE9-Environment and Equipment-The organisation maintains a clean and safe environment.,,Hospital-Standards-SE9-Environment and Equipment-9.7.1.1,19 Hospital-Standards-SE9-Environment and Equipment-9.7.1.1,The organisation maintains a clean and safe environment.,The organisation maintains a clean and safe environment.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE9-Environment and Equipment-Equipment is cleaned and disinfected according to protocols.,,Hospital-Standards-SE9-Environment and Equipment-9.7.1.2,20 Hospital-Standards-SE9-Environment and Equipment-9.7.1.2,Equipment is cleaned and disinfected according to protocols.,Equipment is cleaned and disinfected according to protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE9-Environment and Equipment-Waste is managed according to infection control standards.,,Hospital-Standards-SE9-Environment and Equipment-9.7.1.3,21 Hospital-Standards-SE9-Environment and Equipment-9.7.1.3,Waste is managed according to infection control standards.,Waste is managed according to infection control standards.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE9-Outbreak Management-The organisation has a plan for managing outbreaks.,,Hospital-Standards-SE9-Outbreak Management-9.8,,,,,,,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE10-General Medical Care-The organisation provides general medical care that meets the needs of the population served.,,Hospital-Standards-SE10-General Medical Care-10.1.1.1,1 Hospital-Standards-SE10-General Medical Care-10.1.1.1,The organisation provides general medical care that meets the needs of the population served.,The organisation provides general medical care that meets the needs of the population served.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-General Medical Care-General medical care is provided by qualified and competent health professionals.,,Hospital-Standards-SE10-General Medical Care-10.1.1.2,2 Hospital-Standards-SE10-General Medical Care-10.1.1.2,General medical care is provided by qualified and competent health professionals.,General medical care is provided by qualified and competent health professionals.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-General Medical Care-General medical care is based on evidence-based guidelines and protocols.,,Hospital-Standards-SE10-General Medical Care-10.1.1.3,3 Hospital-Standards-SE10-General Medical Care-10.1.1.3,General medical care is based on evidence-based guidelines and protocols.,General medical care is based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-General Medical Care-General medical care is coordinated across departments and services.,,Hospital-Standards-SE10-General Medical Care-10.1.1.4,4 Hospital-Standards-SE10-General Medical Care-10.1.1.4,General medical care is coordinated across departments and services.,General medical care is coordinated across departments and services.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Surgical Care-The organisation provides surgical care that meets the needs of the population served.,,Hospital-Standards-SE10-Surgical Care-10.2.1.1,5 Hospital-Standards-SE10-Surgical Care-10.2.1.1,The organisation provides surgical care that meets the needs of the population served.,The organisation provides surgical care that meets the needs of the population served.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Surgical Care-Surgical care is provided by qualified and competent surgeons and support staff.,,Hospital-Standards-SE10-Surgical Care-10.2.1.2,6 Hospital-Standards-SE10-Surgical Care-10.2.1.2,Surgical care is provided by qualified and competent surgeons and support staff.,Surgical care is provided by qualified and competent surgeons and support staff.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Surgical Care-Surgical procedures are performed in appropriately equipped operating theatres.,,Hospital-Standards-SE10-Surgical Care-10.2.1.3,7 Hospital-Standards-SE10-Surgical Care-10.2.1.3,Surgical procedures are performed in appropriately equipped operating theatres.,Surgical procedures are performed in appropriately equipped operating theatres.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Surgical Care-Surgical care is based on evidence-based guidelines and protocols.,,Hospital-Standards-SE10-Surgical Care-10.2.1.4,8 Hospital-Standards-SE10-Surgical Care-10.2.1.4,Surgical care is based on evidence-based guidelines and protocols.,Surgical care is based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE10-Surgical Care-Surgical care includes pre-operative, intra-operative and post-operative management.",,Hospital-Standards-SE10-Surgical Care-10.2.1.5,9 Hospital-Standards-SE10-Surgical Care-10.2.1.5,"Surgical care includes pre-operative, intra-operative and post-operative management.","Surgical care includes pre-operative, intra-operative and post-operative management.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Paediatric Care-The organisation provides paediatric care that meets the needs of children and adolescents.,,Hospital-Standards-SE10-Paediatric Care-10.3.1.1,10 Hospital-Standards-SE10-Paediatric Care-10.3.1.1,The organisation provides paediatric care that meets the needs of children and adolescents.,The organisation provides paediatric care that meets the needs of children and adolescents.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Paediatric Care-Paediatric care is provided by qualified and competent health professionals.,,Hospital-Standards-SE10-Paediatric Care-10.3.1.2,11 Hospital-Standards-SE10-Paediatric Care-10.3.1.2,Paediatric care is provided by qualified and competent health professionals.,Paediatric care is provided by qualified and competent health professionals.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Paediatric Care-Paediatric care is based on evidence-based guidelines and protocols.,,Hospital-Standards-SE10-Paediatric Care-10.3.1.3,12 Hospital-Standards-SE10-Paediatric Care-10.3.1.3,Paediatric care is based on evidence-based guidelines and protocols.,Paediatric care is based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Paediatric Care-Paediatric care includes age-appropriate communication and involvement of families.,,Hospital-Standards-SE10-Paediatric Care-10.3.1.4,13 Hospital-Standards-SE10-Paediatric Care-10.3.1.4,Paediatric care includes age-appropriate communication and involvement of families.,Paediatric care includes age-appropriate communication and involvement of families.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Obstetric Care-The organisation provides obstetric care that meets the needs of women and newborns.,,Hospital-Standards-SE10-Obstetric Care-10.4.1.1,14 Hospital-Standards-SE10-Obstetric Care-10.4.1.1,The organisation provides obstetric care that meets the needs of women and newborns.,The organisation provides obstetric care that meets the needs of women and newborns.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Obstetric Care-Obstetric care is provided by qualified and competent health professionals.,,Hospital-Standards-SE10-Obstetric Care-10.4.1.2,15 Hospital-Standards-SE10-Obstetric Care-10.4.1.2,Obstetric care is provided by qualified and competent health professionals.,Obstetric care is provided by qualified and competent health professionals.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Obstetric Care-Obstetric care is based on evidence-based guidelines and protocols.,,Hospital-Standards-SE10-Obstetric Care-10.4.1.3,16 Hospital-Standards-SE10-Obstetric Care-10.4.1.3,Obstetric care is based on evidence-based guidelines and protocols.,Obstetric care is based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE10-Obstetric Care-Obstetric care includes antenatal, intrapartum and postnatal services.",,Hospital-Standards-SE10-Obstetric Care-10.4.1.4,17 Hospital-Standards-SE10-Obstetric Care-10.4.1.4,"Obstetric care includes antenatal, intrapartum and postnatal services.","Obstetric care includes antenatal, intrapartum and postnatal services.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE10-Obstetric Care-Obstetric care includes emergency obstetric services.,,Hospital-Standards-SE10-Obstetric Care-10.4.1.5,18 Hospital-Standards-SE10-Obstetric Care-10.4.1.5,Obstetric care includes emergency obstetric services.,Obstetric care includes emergency obstetric services.,TRACKER,TEXT,COUNT,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE11-Organisation of Care-The organisation defines the scope of medical care services it provides.,,Hospital-Standards-SE11-Organisation of Care-11.1.1.1,1 Hospital-Standards-SE11-Organisation of Care-11.1.1.1,The organisation defines the scope of medical care services it provides.,The organisation defines the scope of medical care services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Organisation of Care-Medical care services are coordinated across departments and units.,,Hospital-Standards-SE11-Organisation of Care-11.1.1.2,2 Hospital-Standards-SE11-Organisation of Care-11.1.1.2,Medical care services are coordinated across departments and units.,Medical care services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Organisation of Care-Medical care services are provided by qualified and competent health professionals.,,Hospital-Standards-SE11-Organisation of Care-11.1.1.3,3 Hospital-Standards-SE11-Organisation of Care-11.1.1.3,Medical care services are provided by qualified and competent health professionals.,Medical care services are provided by qualified and competent health professionals.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Organisation of Care-Medical care services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE11-Organisation of Care-11.1.1.4,4 Hospital-Standards-SE11-Organisation of Care-11.1.1.4,Medical care services are based on evidence-based guidelines and protocols.,Medical care services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Organisation of Care-Medical care services are documented in the patient’s medical record.,,Hospital-Standards-SE11-Organisation of Care-11.1.1.5,5 Hospital-Standards-SE11-Organisation of Care-11.1.1.5,Medical care services are documented in the patient’s medical record.,Medical care services are documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Continuity of Care-The organisation ensures continuity of care across settings and providers.,,Hospital-Standards-SE11-Continuity of Care-11.2.1.1,6 Hospital-Standards-SE11-Continuity of Care-11.2.1.1,The organisation ensures continuity of care across settings and providers.,The organisation ensures continuity of care across settings and providers.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Continuity of Care-Continuity of care is supported by effective communication and documentation.,,Hospital-Standards-SE11-Continuity of Care-11.2.1.2,7 Hospital-Standards-SE11-Continuity of Care-11.2.1.2,Continuity of care is supported by effective communication and documentation.,Continuity of care is supported by effective communication and documentation.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Continuity of Care-Patients are informed about their care plan and follow-up arrangements.,,Hospital-Standards-SE11-Continuity of Care-11.2.1.3,8 Hospital-Standards-SE11-Continuity of Care-11.2.1.3,Patients are informed about their care plan and follow-up arrangements.,Patients are informed about their care plan and follow-up arrangements.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Patient Assessment-Patients receive a comprehensive assessment at admission.,,Hospital-Standards-SE11-Patient Assessment-11.3.1.1,9 Hospital-Standards-SE11-Patient Assessment-11.3.1.1,Patients receive a comprehensive assessment at admission.,Patients receive a comprehensive assessment at admission.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE11-Patient Assessment-Assessments include medical history, physical examination and relevant investigations.",,Hospital-Standards-SE11-Patient Assessment-11.3.1.2,10 Hospital-Standards-SE11-Patient Assessment-11.3.1.2,"Assessments include medical history, physical examination and relevant investigations.","Assessments include medical history, physical examination and relevant investigations.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Patient Assessment-Assessments are documented and updated as needed.,,Hospital-Standards-SE11-Patient Assessment-11.3.1.3,11 Hospital-Standards-SE11-Patient Assessment-11.3.1.3,Assessments are documented and updated as needed.,Assessments are documented and updated as needed.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Care Planning-A care plan is developed for each patient based on assessment findings.,,Hospital-Standards-SE11-Care Planning-11.4.1.1,12 Hospital-Standards-SE11-Care Planning-11.4.1.1,A care plan is developed for each patient based on assessment findings.,A care plan is developed for each patient based on assessment findings.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE11-Care Planning-The care plan includes goals, interventions and expected outcomes.",,Hospital-Standards-SE11-Care Planning-11.4.1.2,13 Hospital-Standards-SE11-Care Planning-11.4.1.2,"The care plan includes goals, interventions and expected outcomes.","The care plan includes goals, interventions and expected outcomes.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Care Planning-The care plan is reviewed and updated regularly.,,Hospital-Standards-SE11-Care Planning-11.4.1.3,14 Hospital-Standards-SE11-Care Planning-11.4.1.3,The care plan is reviewed and updated regularly.,The care plan is reviewed and updated regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Implementation of Care-Care is delivered according to the care plan.,,Hospital-Standards-SE11-Implementation of Care-11.5.1.1,15 Hospital-Standards-SE11-Implementation of Care-11.5.1.1,Care is delivered according to the care plan.,Care is delivered according to the care plan.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Implementation of Care-Care is documented in the patient’s medical record.,,Hospital-Standards-SE11-Implementation of Care-11.5.1.2,16 Hospital-Standards-SE11-Implementation of Care-11.5.1.2,Care is documented in the patient’s medical record.,Care is documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Implementation of Care-Changes in the patient’s condition are communicated and addressed promptly.,,Hospital-Standards-SE11-Implementation of Care-11.5.1.3,17 Hospital-Standards-SE11-Implementation of Care-11.5.1.3,Changes in the patient’s condition are communicated and addressed promptly.,Changes in the patient’s condition are communicated and addressed promptly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Monitoring and Evaluation-The organisation monitors the quality and outcomes of medical care.,,Hospital-Standards-SE11-Monitoring and Evaluation-11.6.1.1,18 Hospital-Standards-SE11-Monitoring and Evaluation-11.6.1.1,The organisation monitors the quality and outcomes of medical care.,The organisation monitors the quality and outcomes of medical care.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE11-Monitoring and Evaluation-Monitoring includes clinical audits, patient feedback and performance indicators.",,Hospital-Standards-SE11-Monitoring and Evaluation-11.6.1.2,19 Hospital-Standards-SE11-Monitoring and Evaluation-11.6.1.2,"Monitoring includes clinical audits, patient feedback and performance indicators.","Monitoring includes clinical audits, patient feedback and performance indicators.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE11-Monitoring and Evaluation-Evaluation results are used to improve medical care services.,,Hospital-Standards-SE11-Monitoring and Evaluation-11.6.1.3,20 Hospital-Standards-SE11-Monitoring and Evaluation-11.6.1.3,Evaluation results are used to improve medical care services.,Evaluation results are used to improve medical care services.,TRACKER,TEXT,COUNT,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE12-Organisation of Surgical Services-The organisation defines the scope of surgical services it provides.,,Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.1,1 Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.1,The organisation defines the scope of surgical services it provides.,The organisation defines the scope of surgical services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Organisation of Surgical Services-Surgical services are coordinated across departments and units.,,Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.2,2 Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.2,Surgical services are coordinated across departments and units.,Surgical services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Organisation of Surgical Services-Surgical services are provided by qualified and competent surgeons and support staff.,,Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.3,3 Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.3,Surgical services are provided by qualified and competent surgeons and support staff.,Surgical services are provided by qualified and competent surgeons and support staff.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Organisation of Surgical Services-Surgical services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.4,4 Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.4,Surgical services are based on evidence-based guidelines and protocols.,Surgical services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Organisation of Surgical Services-Surgical services are documented in the patient’s medical record.,,Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.5,5 Hospital-Standards-SE12-Organisation of Surgical Services-12.1.1.5,Surgical services are documented in the patient’s medical record.,Surgical services are documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Pre-operative Assessment and Planning-Patients receive a comprehensive pre-operative assessment.,,Hospital-Standards-SE12-Pre-operative Assessment and Planning-12.2.1.1,6 Hospital-Standards-SE12-Pre-operative Assessment and Planning-12.2.1.1,Patients receive a comprehensive pre-operative assessment.,Patients receive a comprehensive pre-operative assessment.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE12-Pre-operative Assessment and Planning-The assessment includes medical history, physical examination and relevant investigations.",,Hospital-Standards-SE12-Pre-operative Assessment and Planning-12.2.1.2,7 Hospital-Standards-SE12-Pre-operative Assessment and Planning-12.2.1.2,"The assessment includes medical history, physical examination and relevant investigations.","The assessment includes medical history, physical examination and relevant investigations.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Pre-operative Assessment and Planning-Risks and benefits of surgery are discussed with the patient.,,Hospital-Standards-SE12-Pre-operative Assessment and Planning-12.2.1.3,8 Hospital-Standards-SE12-Pre-operative Assessment and Planning-12.2.1.3,Risks and benefits of surgery are discussed with the patient.,Risks and benefits of surgery are discussed with the patient.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Pre-operative Assessment and Planning-Informed consent is obtained prior to surgery.,,Hospital-Standards-SE12-Pre-operative Assessment and Planning-12.2.1.4,9 Hospital-Standards-SE12-Pre-operative Assessment and Planning-12.2.1.4,Informed consent is obtained prior to surgery.,Informed consent is obtained prior to surgery.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Surgical Procedures-Surgical procedures are performed in appropriately equipped operating theatres.,,Hospital-Standards-SE12-Surgical Procedures-12.3.1.1,10 Hospital-Standards-SE12-Surgical Procedures-12.3.1.1,Surgical procedures are performed in appropriately equipped operating theatres.,Surgical procedures are performed in appropriately equipped operating theatres.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Surgical Procedures-Surgical procedures follow standardised protocols.,,Hospital-Standards-SE12-Surgical Procedures-12.3.1.2,11 Hospital-Standards-SE12-Surgical Procedures-12.3.1.2,Surgical procedures follow standardised protocols.,Surgical procedures follow standardised protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE12-Surgical Procedures-Surgical safety checklists are used before, during and after procedures.",,Hospital-Standards-SE12-Surgical Procedures-12.3.1.3,12 Hospital-Standards-SE12-Surgical Procedures-12.3.1.3,"Surgical safety checklists are used before, during and after procedures.","Surgical safety checklists are used before, during and after procedures.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Surgical Procedures-Surgical procedures are documented in the patient’s medical record.,,Hospital-Standards-SE12-Surgical Procedures-12.3.1.4,13 Hospital-Standards-SE12-Surgical Procedures-12.3.1.4,Surgical procedures are documented in the patient’s medical record.,Surgical procedures are documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Post-operative Care-Post-operative care is provided according to the care plan.,,Hospital-Standards-SE12-Post-operative Care-12.4.1.1,14 Hospital-Standards-SE12-Post-operative Care-12.4.1.1,Post-operative care is provided according to the care plan.,Post-operative care is provided according to the care plan.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE12-Post-operative Care-Post-operative monitoring includes vital signs, pain management and wound care.",,Hospital-Standards-SE12-Post-operative Care-12.4.1.2,15 Hospital-Standards-SE12-Post-operative Care-12.4.1.2,"Post-operative monitoring includes vital signs, pain management and wound care.","Post-operative monitoring includes vital signs, pain management and wound care.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Post-operative Care-Post-operative complications are identified and managed promptly.,,Hospital-Standards-SE12-Post-operative Care-12.4.1.3,16 Hospital-Standards-SE12-Post-operative Care-12.4.1.3,Post-operative complications are identified and managed promptly.,Post-operative complications are identified and managed promptly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Post-operative Care-Discharge planning is initiated early and includes patient education.,,Hospital-Standards-SE12-Post-operative Care-12.4.1.4,17 Hospital-Standards-SE12-Post-operative Care-12.4.1.4,Discharge planning is initiated early and includes patient education.,Discharge planning is initiated early and includes patient education.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Monitoring and Evaluation-The organisation monitors the quality and outcomes of surgical care.,,Hospital-Standards-SE12-Monitoring and Evaluation-12.5.1.1,18 Hospital-Standards-SE12-Monitoring and Evaluation-12.5.1.1,The organisation monitors the quality and outcomes of surgical care.,The organisation monitors the quality and outcomes of surgical care.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE12-Monitoring and Evaluation-Monitoring includes surgical audits, patient feedback and performance indicators.",,Hospital-Standards-SE12-Monitoring and Evaluation-12.5.1.2,19 Hospital-Standards-SE12-Monitoring and Evaluation-12.5.1.2,"Monitoring includes surgical audits, patient feedback and performance indicators.","Monitoring includes surgical audits, patient feedback and performance indicators.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE12-Monitoring and Evaluation-Evaluation results are used to improve surgical services.,,Hospital-Standards-SE12-Monitoring and Evaluation-12.5.1.3,20 Hospital-Standards-SE12-Monitoring and Evaluation-12.5.1.3,Evaluation results are used to improve surgical services.,Evaluation results are used to improve surgical services.,TRACKER,TEXT,COUNT,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE13-Organisation of Critical Care Services-The organisation defines the scope of critical care services it provides.,,Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.1,1 Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.1,The organisation defines the scope of critical care services it provides.,The organisation defines the scope of critical care services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Organisation of Critical Care Services-Critical care services are coordinated across departments and units.,,Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.2,2 Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.2,Critical care services are coordinated across departments and units.,Critical care services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Organisation of Critical Care Services-Critical care services are provided by qualified and competent health professionals.,,Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.3,3 Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.3,Critical care services are provided by qualified and competent health professionals.,Critical care services are provided by qualified and competent health professionals.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Organisation of Critical Care Services-Critical care services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.4,4 Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.4,Critical care services are based on evidence-based guidelines and protocols.,Critical care services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Organisation of Critical Care Services-Critical care services are documented in the patient’s medical record.,,Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.5,5 Hospital-Standards-SE13-Organisation of Critical Care Services-13.1.1.5,Critical care services are documented in the patient’s medical record.,Critical care services are documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Admission and Transfer Criteria-The organisation has established criteria for admission to and transfer from critical care units.,,Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.1,6 Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.1,The organisation has established criteria for admission to and transfer from critical care units.,The organisation has established criteria for admission to and transfer from critical care units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Admission and Transfer Criteria-Criteria are based on physiological parameters and clinical needs.,,Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.2,7 Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.2,Criteria are based on physiological parameters and clinical needs.,Criteria are based on physiological parameters and clinical needs.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Admission and Transfer Criteria-Criteria are applied consistently by trained personnel.,,Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.3,8 Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.3,Criteria are applied consistently by trained personnel.,Criteria are applied consistently by trained personnel.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Admission and Transfer Criteria-Patients are admitted or transferred based on documented criteria.,,Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.4,9 Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.4,Patients are admitted or transferred based on documented criteria.,Patients are admitted or transferred based on documented criteria.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Admission and Transfer Criteria-Patients who no longer meet criteria are transferred or discharged appropriately.,,Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.5,10 Hospital-Standards-SE13-Admission and Transfer Criteria-13.2.1.5,Patients who no longer meet criteria are transferred or discharged appropriately.,Patients who no longer meet criteria are transferred or discharged appropriately.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Patient Monitoring-Patients in critical care units are monitored continuously.,,Hospital-Standards-SE13-Patient Monitoring-13.3.1.1,11 Hospital-Standards-SE13-Patient Monitoring-13.3.1.1,Patients in critical care units are monitored continuously.,Patients in critical care units are monitored continuously.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE13-Patient Monitoring-Monitoring includes vital signs, laboratory results and clinical observations.",,Hospital-Standards-SE13-Patient Monitoring-13.3.1.2,12 Hospital-Standards-SE13-Patient Monitoring-13.3.1.2,"Monitoring includes vital signs, laboratory results and clinical observations.","Monitoring includes vital signs, laboratory results and clinical observations.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Patient Monitoring-Monitoring data is documented and reviewed regularly.,,Hospital-Standards-SE13-Patient Monitoring-13.3.1.3,13 Hospital-Standards-SE13-Patient Monitoring-13.3.1.3,Monitoring data is documented and reviewed regularly.,Monitoring data is documented and reviewed regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Equipment and Environment-Critical care units are equipped with appropriate and functioning equipment.,,Hospital-Standards-SE13-Equipment and Environment-13.4.1.1,14 Hospital-Standards-SE13-Equipment and Environment-13.4.1.1,Critical care units are equipped with appropriate and functioning equipment.,Critical care units are equipped with appropriate and functioning equipment.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Equipment and Environment-The environment supports infection prevention and patient safety.,,Hospital-Standards-SE13-Equipment and Environment-13.4.1.2,15 Hospital-Standards-SE13-Equipment and Environment-13.4.1.2,The environment supports infection prevention and patient safety.,The environment supports infection prevention and patient safety.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Equipment and Environment-Equipment is maintained and calibrated regularly.,,Hospital-Standards-SE13-Equipment and Environment-13.4.1.3,16 Hospital-Standards-SE13-Equipment and Environment-13.4.1.3,Equipment is maintained and calibrated regularly.,Equipment is maintained and calibrated regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
